"EventNameEnglish","IsGeneralElection","ElectoralDistrictNumber","PollingDate","ResignedMPPName","NameOfCandidates","PoliticalInterestCode","TotalValidBallotsCast","PercentOfTotalValidBallotsCast","Plurality"
"2022 Provincial General Election_10_27_2022",1,6,"2022-Jun-02","Todd Smith","EMILIE LENEVEU","LIB",8003,0.18454549647189,0
"2022 Provincial General Election_10_27_2022",1,16,"2022-Jun-02","Belinda Karahalios","MARJORIE KNIGHT","NDP",8745,0.221948681505546,0
"2022 Provincial General Election_10_27_2022",1,109,"2022-Jun-02","Suze Morrison","DAVID MORRIS","LIB",12820,0.367114343804587,0
"2022 Provincial General Election_10_27_2022",1,119,"2022-Jun-02","Lisa Gretzky","JOSHUA GRIFFIN","NBO",630,0.0198412698412698,0
"2022 Provincial General Election_10_27_2022",1,38,"2022-Jun-02","Monique Taylor","MIKE SPADAFORA","PCP",10211,0.300023505905859,0
"2022 Provincial General Election_10_27_2022",1,85,"2022-Jun-02","Randy Pettapiece","ASHLEY FOX","LIB",6708,0.161261629444431,0
"2022 Provincial General Election_10_27_2022",1,42,"2022-Jun-02","Lisa Thompson","MATT KENNEDY","NBO",3384,0.0721658278597629,0
"2022 Provincial General Election_10_27_2022",1,46,"2022-Jun-02","Ian Arthur","GARY BENNETT","PCP",11973,0.245605038052063,0
"2022 Provincial General Election_10_27_2022",1,96,"2022-Jun-02","Raymond Cho","RAYMOND CHO","PCP",12646,0.483095847499713,4896
"2022 Provincial General Election_10_27_2022",1,99,"2022-Jun-02","Jim Wilson","TED CRYSLER","LIB",11687,0.220984759671747,0
"2022 Provincial General Election_10_27_2022",1,66,"2022-Jun-02","Lisa MacLeod","TYLER WATT","LIB",15029,0.344567485154871,0
"2022 Provincial General Election_10_27_2022",1,77,"2022-Jun-02","Jennifer French","ALEX DOWN","PCP",16423,0.40243573721483,0
"2022 Provincial General Election_10_27_2022",1,101,"2022-Jun-02","Chris Glover","JAN OSKO","SNS",95,0.0028059190123165,0
"2022 Provincial General Election_10_27_2022",1,118,"2022-Jun-02","Percy Hatfield","GIOVANNI ABATI","IND",147,0.00381313065808928,0
"2022 Provincial General Election_10_27_2022",1,2,"2022-Jun-02","Michael Mantha","RON KOSKI","NBO",1302,0.0531450263276052,0
"2022 Provincial General Election_10_27_2022",1,35,"2022-Jun-02","Laurie Scott","GENE BALFOUR","LTN",518,0.0105874177329028,0
"2022 Provincial General Election_10_27_2022",1,54,"2022-Jun-02","Terence Devin Kernaghan","TOMMY CALDWELL","NBO",1200,0.0278519206220262,0
"2022 Provincial General Election_10_27_2022",1,39,"2022-Jun-02","Sandy Shaw","FRANK THIESSEN","ONP",464,0.0103072172734745,0
"2022 Provincial General Election_10_27_2022",1,118,"2022-Jun-02","Percy Hatfield","STEVEN GIFFORD","ONP",1219,0.0316204508313662,0
"2022 Provincial General Election_10_27_2022",1,43,"2022-Jun-02","Merrilee Fullerton","PAT FREEL","GPO",2503,0.0549276920713643,0
"2022 Provincial General Election_10_27_2022",1,78,"2022-Jun-02","Joel Harden","STUART RYAN","COM",153,0.0027428694358294,0
"2022 Provincial General Election_10_27_2022",1,117,"2022-Jun-02","Stan Cho","GIAN PIETRO ARELLA","ONP",338,0.0107019599151442,0
"2022 Provincial General Election_10_27_2022",1,19,"2022-Jun-02","Marit Stiles","NUNZIO VENUTO","LTN",375,0.0105714205170129,0
"2022 Provincial General Election_10_27_2022",1,17,"2022-Jun-02","Goldie Ghamari","ETHAN FERGUSON","ONP",494,0.0106681639528355,0
"2022 Provincial General Election_10_27_2022",1,85,"2022-Jun-02","Randy Pettapiece","SANDY WILLIAM MACGREGOR","ONP",985,0.0236795922782893,0
"2022 Provincial General Election_10_27_2022",1,78,"2022-Jun-02","Joel Harden","JOSH RACHLIS","IND",58,0.00103978057044513,0
"2022 Provincial General Election_10_27_2022",1,3,"2022-Jun-02","Michael Parsa","ROSARIA WISEMAN","NBO",649,0.0199330446266777,0
"2022 Provincial General Election_10_27_2022",1,55,"2022-Jun-02","Peggy Sattler","KRISTOPHER HUNT","NBO",1277,0.0256004169840824,0
"2022 Provincial General Election_10_27_2022",1,106,"2022-Jun-02","Michael Gravelle","PENG YOU","PCP",7604,0.308679061459771,0
"2022 Provincial General Election_10_27_2022",1,48,"2022-Jun-02","Mike Harris","ELISABETH PERRIN SNYDER","ONP",501,0.0133283673415095,0
"2022 Provincial General Election_10_27_2022",1,14,"2022-Jun-02","Bill Walker","VINCE GRIMALDI","NBO",1130,0.0270263806175408,0
"2022 Provincial General Election_10_27_2022",1,23,"2022-Jun-02","Sylvia Jones","LILY NGUYEN","ONP",589,0.0127690940230234,0
"2022 Provincial General Election_10_27_2022",1,90,"2022-Jun-02","Jennie Stevens","JENNIE STEVENS","NDP",17128,0.397069732937685,2277
"2022 Provincial General Election_10_27_2022",1,102,"2022-Jun-02","Jim McDonell","WENDY STEPHEN","NDP",4982,0.137952040759816,0
"2022 Provincial General Election_10_27_2022",1,27,"2022-Jun-02","Taras Natyshak","MANPREET BRAR","LIB",4186,0.0858138581385814,0
"2022 Provincial General Election_10_27_2022",1,97,"2022-Jun-02","Vijay Thanigasalam","VIJAY THANIGASALAM","PCP",15989,0.452792251925691,6205
"2022 Provincial General Election_10_27_2022",1,104,"2022-Jun-02","Gila Martow","JASLEEN KAMBO","NDP",2698,0.0781530618156538,0
"2022 Provincial General Election_10_27_2022",1,31,"2022-Jun-02","Donna Skelly","DONNA SKELLY","PCP",20306,0.46201451616573,10311
"2022 Provincial General Election_10_27_2022",1,102,"2022-Jun-02","Jim McDonell","CLAUDE TARDIF","NBO",1538,0.0425873622417899,0
"2022 Provincial General Election_10_27_2022",1,63,"2022-Jun-02","Rudy Cuzzetto","JULIA KOLE","NDP",3647,0.0850314758685008,0
"2022 Provincial General Election_10_27_2022",1,99,"2022-Jun-02","Jim Wilson","KEITH NUNN","NDP",5849,0.110596377113036,0
"2022 Provincial General Election_10_27_2022",1,18,"2022-Jun-02","Rick Nicholls","RHONDA JUBENVILLE","NBO",1463,0.0396799566042853,0
"2022 Provincial General Election_10_27_2022",1,87,"2022-Jun-02","Peter Bethlenfalvy","JULIA RONDINONE","GPO",2266,0.0524148778682457,0
"2022 Provincial General Election_10_27_2022",1,23,"2022-Jun-02","Sylvia Jones","KAY SAYER","BEN",79,0.0017126628655668,0
"2022 Provincial General Election_10_27_2022",1,22,"2022-Jun-02","Kathleen Wynne","MARK SAUNDERS","PCP",14208,0.386507072905332,0
"2022 Provincial General Election_10_27_2022",1,92,"2022-Jun-02","Ross Romano","MICHELE MCCLEAVE-KENNEDY","NDP",10029,0.373047165600357,0
"2022 Provincial General Election_10_27_2022",1,29,"2022-Jun-02","Christine Hogarth","BILL DENNING","IND",186,0.00387774673727223,0
"2022 Provincial General Election_10_27_2022",1,62,"2022-Jun-02","Sheref Sabawy","IMRAN MIAN","LIB",13954,0.374754934873103,0
"2022 Provincial General Election_10_27_2022",1,63,"2022-Jun-02","Rudy Cuzzetto","RENATA CYNARSKA","NBO",1014,0.0236418745628352,0
"2022 Provincial General Election_10_27_2022",1,113,"2022-Jun-02","Michael Tibollo","WALID OMRANI","MOD",27,0.00075087602202569,0
"2022 Provincial General Election_10_27_2022",1,56,"2022-Jun-02","Paul Calandra","KELLY DUNN","LIB",15512,0.354778949294422,0
"2022 Provincial General Election_10_27_2022",1,59,"2022-Jun-02","Parm Gill","SAMEERA ALI","LIB",15086,0.387545919284815,0
"2022 Provincial General Election_10_27_2022",1,36,"2022-Jun-02","Andrea Horwath","SARAH BOKHARI","PCP",4800,0.164682471609428,0
"2022 Provincial General Election_10_27_2022",1,73,"2022-Jun-02","David Piccini","JOSHUA CHALHOUB","NBO",1170,0.0225559561219178,0
"2022 Provincial General Election_10_27_2022",1,91,"2022-Jun-02","Bob Bailey","MARK RUSSELL","LIB",4200,0.104527015255967,0
"2022 Provincial General Election_10_27_2022",1,40,"2022-Jun-02","Daryl Kramp","DEREK SLOAN","ONP",2807,0.0735124659543264,0
"2022 Provincial General Election_10_27_2022",1,68,"2022-Jun-02","Jeff Burch","TERRY FLYNN","LIB",5492,0.133275092215104,0
"2022 Provincial General Election_10_27_2022",1,33,"2022-Jun-02","Mike Schreiner","PAUL TAYLOR","NAP",202,0.00369706065375745,0
"2022 Provincial General Election_10_27_2022",1,28,"2022-Jun-02","Kinga Surma","CATHY HABUS","NBO",1117,0.0246301073846222,0
"2022 Provincial General Election_10_27_2022",1,81,"2022-Jun-02","Jeremy Roberts","CHANDRA PASMA","NDP",15696,0.375376668101593,1086
"2022 Provincial General Election_10_27_2022",1,3,"2022-Jun-02","Michael Parsa","REZA POURZAD","NDP",2501,0.0768143984766117,0
"2022 Provincial General Election_10_27_2022",1,58,"2022-Jun-02","Billy Pang","TRINA KOLLIS","NBO",536,0.0151318389701316,0
"2022 Provincial General Election_10_27_2022",1,30,"2022-Jun-02","Doug Ford","ANDY D'ANDREA","ONP",782,0.0311516551806557,0
"2022 Provincial General Election_10_27_2022",1,101,"2022-Jun-02","Chris Glover","CHRIS GLOVER","NDP",15595,0.460613757863957,6132
"2022 Provincial General Election_10_27_2022",1,103,"2022-Jun-02","Jamie West","SHELDON PRESSEY","NBO",724,0.0246174770486229,0
"2022 Provincial General Election_10_27_2022",1,100,"2022-Jun-02","Jill Dunlop","WILLIAM JOSLIN","LTN",318,0.00687344644980006,0
"2022 Provincial General Election_10_27_2022",1,72,"2022-Jun-02","Vic Fedeli","VIC FEDELI","PCP",15392,0.50203855311654,6727
"2022 Provincial General Election_10_27_2022",1,122,"2022-Jun-02","Faisal Hassan","NADIA GUERRERA","LIB",7377,0.242409305993691,0
"2022 Provincial General Election_10_27_2022",1,8,"2022-Jun-02","Sara Singh","SARA SINGH","NDP",6522,0.266606712177574,0
"2022 Provincial General Election_10_27_2022",1,70,"2022-Jun-02","Sam Oosterhoff","JIM TORMA","PPR",80,0.00191405876160398,0
"2022 Provincial General Election_10_27_2022",1,39,"2022-Jun-02","Sandy Shaw","SYAM CHANDRA","GPO",2416,0.0536686140791257,0
"2022 Provincial General Election_10_27_2022",1,48,"2022-Jun-02","Mike Harris","KAREN MEISSNER","NDP",10851,0.288674878288861,0
"2022 Provincial General Election_10_27_2022",1,110,"2022-Jun-02","Peter Tabuns","COLLEEN MCCLEERY","PCP",5556,0.13444971445165,0
"2022 Provincial General Election_10_27_2022",1,9,"2022-Jun-02","Gurratan Singh","HARDEEP GREWAL","PCP",12869,0.443208430913349,3852
"2022 Provincial General Election_10_27_2022",1,46,"2022-Jun-02","Ian Arthur","SHELLEY JOANNE GALLOWAY","IND",130,0.00266672136864345,0
"2022 Provincial General Election_10_27_2022",1,17,"2022-Jun-02","Goldie Ghamari","TOM DAWSON","LIB",12452,0.268906837126938,0
"2022 Provincial General Election_10_27_2022",1,15,"2022-Jun-02","Jane McKenna","SEBASTIAN ALDEA","ONP",633,0.0120525514089871,0
"2022 Provincial General Election_10_27_2022",1,50,"2022-Jun-02","Monte McNaughton","DEAN EVE","NAP",300,0.00707563857638151,0
"2022 Provincial General Election_10_27_2022",1,60,"2022-Jun-02","Natalia Kusendova","SUMIRA MALIK","LIB",12260,0.363173173766218,0
"2022 Provincial General Election_10_27_2022",1,21,"2022-Jun-02","Vincent Ke","EBRAHIM ASTARAKI","NDP",3133,0.0987455874936964,0
"2022 Provincial General Election_10_27_2022",1,19,"2022-Jun-02","Marit Stiles","PAUL SPENCE","PCP",4994,0.1407831308319,0
"2022 Provincial General Election_10_27_2022",1,71,"2022-Jun-02","France Gélinas","FRANCE GÉLINAS","NDP",15611,0.507724330829024,6430
"2022 Provincial General Election_10_27_2022",1,93,"2022-Jun-02","Aris Babikian","JACQUELINE SCOTT","GPO",628,0.0219304372119011,0
"2022 Provincial General Election_10_27_2022",1,49,"2022-Jun-02","Amy Fee","DAVID WEBER","GPO",3993,0.115752551020408,0
"2022 Provincial General Election_10_27_2022",1,111,"2022-Jun-02","Jill Andrew","MARGARITA SHARAPOVA","MOD",87,0.00206263780554304,0
"2022 Provincial General Election_10_27_2022",1,111,"2022-Jun-02","Jill Andrew","CHRISTIAN IVANOV MIHAYLOV","ONP",242,0.00573745228668294,0
"2022 Provincial General Election_10_27_2022",1,10,"2022-Jun-02","Kevin Yarde","GRAHAM MCGREGOR","PCP",13509,0.44992506244796,4870
"2022 Provincial General Election_10_27_2022",1,80,"2022-Jun-02","Lucille Collard","BLAKE HAMILTON","NAP",210,0.00543014506244666,0
"2022 Provincial General Election_10_27_2022",1,114,"2022-Jun-02","Catherine Fife","PETER HOUSE","ERO",103,0.00229286318507635,0
"2022 Provincial General Election_10_27_2022",1,5,"2022-Jun-02","Doug Downey","ELYSE ROBINSON","GPO",1699,0.0430126582278481,0
"2022 Provincial General Election_10_27_2022",1,38,"2022-Jun-02","Monique Taylor","MONIQUE TAYLOR","NDP",15250,0.448081330434272,5039
"2022 Provincial General Election_10_27_2022",1,110,"2022-Jun-02","Peter Tabuns","MARY FRAGEDAKIS","LIB",9240,0.223598877165812,0
"2022 Provincial General Election_10_27_2022",1,123,"2022-Jun-02","Sol Mamakwa","SUZETTE A. FOSTER","GPO",158,0.0331723703548184,0
"2022 Provincial General Election_10_27_2022",1,58,"2022-Jun-02","Billy Pang","BILLY PANG","PCP",19985,0.56419739145164,9211
"2022 Provincial General Election_10_27_2022",1,20,"2022-Jun-02","Michael Coteau","MARA-ELENA NAGY","NDP",4355,0.155114688702094,0
"2022 Provincial General Election_10_27_2022",1,34,"2022-Jun-02","Toby Barrett","NATE HAWKINS","NBO",1454,0.0320073964822683,0
"2022 Provincial General Election_10_27_2022",1,89,"2022-Jun-02","Daisy Wai","DAISY WAI","PCP",16088,0.522405507208728,6263
"2022 Provincial General Election_10_27_2022",1,27,"2022-Jun-02","Taras Natyshak","NICHOLAS WENDLER","GPO",989,0.0202747027470275,0
"2022 Provincial General Election_10_27_2022",1,30,"2022-Jun-02","Doug Ford","CAROL ROYER","PEO",132,0.00525833565709277,0
"2022 Provincial General Election_10_27_2022",1,74,"2022-Jun-02","Stephen Crawford","ANDREW TITOV","MOD",47,0.00100925508385406,0
"2022 Provincial General Election_10_27_2022",1,85,"2022-Jun-02","Randy Pettapiece","LAURA BISUTTI","GPO",2627,0.0631535928071736,0
"2022 Provincial General Election_10_27_2022",1,99,"2022-Jun-02","Jim Wilson","RODNEY SACREY","ONP",1039,0.0196460310857316,0
"2022 Provincial General Election_10_27_2022",1,42,"2022-Jun-02","Lisa Thompson","MATTHEW VAN ANKUM","GPO",1922,0.0409878017572294,0
"2022 Provincial General Election_10_27_2022",1,79,"2022-Jun-02","John Fraser","EDWARD DINCA","PCP",9390,0.231851851851852,0
"2022 Provincial General Election_10_27_2022",1,15,"2022-Jun-02","Jane McKenna","NATALIE PIERRE","PCP",22348,0.425514089870526,6896
"2022 Provincial General Election_10_27_2022",1,118,"2022-Jun-02","Percy Hatfield","SOPHIA SEVO","NBO",786,0.0203885761718243,0
"2022 Provincial General Election_10_27_2022",1,119,"2022-Jun-02","Lisa Gretzky","JEREMY PALKO","ONP",1478,0.0465482489292013,0
"2022 Provincial General Election_10_27_2022",1,4,"2022-Jun-02","Andrea Khanjin","BONNIE NORTH","GPO",2291,0.0631616674018527,0
"2022 Provincial General Election_10_27_2022",1,82,"2022-Jun-02","Ernie Hardeman","CHERYLE ROSE BAKER","GPO",2097,0.0473139143972383,0
"2022 Provincial General Election_10_27_2022",1,1,"2022-Jun-02","Rod Phillips","NEIL RUNNALLS","GPO",1305,0.0346273250723061,0
"2022 Provincial General Election_10_27_2022",1,88,"2022-Jun-02","John Yakabuski","KURT STOLL","NDP",6872,0.170996317308649,0
"2022 Provincial General Election_10_27_2022",1,124,"2022-Jun-02","Guy Bourgouin","MIKE BUCKLEY","NBO",222,0.0305995864920744,0
"2022 Provincial General Election_10_27_2022",1,119,"2022-Jun-02","Lisa Gretzky","LISA GRETZKY","NDP",13395,0.421863189720333,2184
"2022 Provincial General Election_10_27_2022",1,93,"2022-Jun-02","Aris Babikian","SOO WONG","LIB",10672,0.372677748288867,0
"2022 Provincial General Election_10_27_2022",1,12,"2022-Jun-02","Amarjot Sandhu","DAVID PARDY","NBO",511,0.0165715397587236,0
"2022 Provincial General Election_10_27_2022",1,25,"2022-Jun-02","Robin Martin","LEAH TYSOE","GPO",1513,0.0385399154312497,0
"2022 Provincial General Election_10_27_2022",1,64,"2022-Jun-02","Deepak Anand","DEEPAK ANAND","PCP",13028,0.448885366778073,4190
"2022 Provincial General Election_10_27_2022",1,116,"2022-Jun-02","Lorne Coe","LORNE COE","PCP",21840,0.47371160853722,11316
"2022 Provincial General Election_10_27_2022",1,95,"2022-Jun-02","Mitzie Hunter","KEVIN CLARKE","PEO",148,0.00511243911706794,0
"2022 Provincial General Election_10_27_2022",1,32,"2022-Jun-02","Amanda Simard","AMANDA SIMARD","LIB",17529,0.394957415168311,0
"2022 Provincial General Election_10_27_2022",1,79,"2022-Jun-02","John Fraser","NIRA DOOKERAN","GPO",1885,0.0465432098765432,0
"2022 Provincial General Election_10_27_2022",1,10,"2022-Jun-02","Kevin Yarde","SANDEEP SINGH","NDP",5949,0.198134887593672,0
"2022 Provincial General Election_10_27_2022",1,115,"2022-Jun-02","Ted Arnott","DIANE BALLANTYNE","NDP",7724,0.156062473481098,0
"2022 Provincial General Election_10_27_2022",1,53,"2022-Jun-02","Teresa J. Armstrong","ZEBA HASHMI","LIB",3553,0.103706946876824,0
"2022 Provincial General Election_10_27_2022",1,105,"2022-Jun-02","Judith Monteith-Farrell","KEVIN HOLLAND","PCP",9657,0.363072411459508,898
"2022 Provincial General Election_10_27_2022",1,67,"2022-Jun-02","Christine Elliott","DAWN GALLAGHER MURPHY","PCP",18671,0.449654408400164,5602
"2022 Provincial General Election_10_27_2022",1,19,"2022-Jun-02","Marit Stiles","KAREN STEPHENSON","GPO",1710,0.048205677557579,0
"2022 Provincial General Election_10_27_2022",1,96,"2022-Jun-02","Raymond Cho","MARK DICKSON","NAP",100,0.00382014745769186,0
"2022 Provincial General Election_10_27_2022",1,43,"2022-Jun-02","Merrilee Fullerton","MERRILEE FULLERTON","PCP",19871,0.436063990870987,8826
"2022 Provincial General Election_10_27_2022",1,45,"2022-Jun-02","Stephen Lecce","STEPHEN LECCE","PCP",23439,0.573122722938113,11781
"2022 Provincial General Election_10_27_2022",1,97,"2022-Jun-02","Vijay Thanigasalam","CHRISTOPHER BRESSI","NBO",285,0.00807091073855913,0
"2022 Provincial General Election_10_27_2022",1,47,"2022-Jun-02","Laura Mae Lindo","LAURA MAE LINDO","NDP",15789,0.405866022312478,5413
"2022 Provincial General Election_10_27_2022",1,13,"2022-Jun-02","Will Bouma","RUBY TOOR","LIB",6083,0.129555087001896,0
"2022 Provincial General Election_10_27_2022",1,14,"2022-Jun-02","Bill Walker","DANIELLE VALIQUETTE","GPO",3702,0.0885412929611825,0
"2022 Provincial General Election_10_27_2022",1,23,"2022-Jun-02","Sylvia Jones","LAURA CAMPBELL","GPO",6518,0.141305526047651,0
"2022 Provincial General Election_10_27_2022",1,24,"2022-Jun-02","Lindsey Park","LOU DEVUONO","ONP",686,0.0139091646390916,0
"2022 Provincial General Election_10_27_2022",1,103,"2022-Jun-02","Jamie West","DAVID ROBINSON","GPO",1480,0.0503230193811629,0
"2022 Provincial General Election_10_27_2022",1,104,"2022-Jun-02","Gila Martow","LAURA SMITH","PCP",18395,0.532848618272406,8148
"2022 Provincial General Election_10_27_2022",1,54,"2022-Jun-02","Terence Devin Kernaghan","TERENCE KERNAGHAN","NDP",17082,0.396472090054543,4031
"2022 Provincial General Election_10_27_2022",1,107,"2022-Jun-02","John Vanthof","GARRY ANDRADE","NBO",1181,0.0518459985073972,0
"2022 Provincial General Election_10_27_2022",1,60,"2022-Jun-02","Natalia Kusendova","ELIE DIAB","PPR",163,0.00482848509982818,0
"2022 Provincial General Election_10_27_2022",1,76,"2022-Jun-02","Stephen Blais","KEN LEWIS","LTN",184,0.00354945118540095,0
"2022 Provincial General Election_10_27_2022",1,86,"2022-Jun-02","Dave Smith","ROBERT GIBSON","GPO",1914,0.0365455482786932,0
"2022 Provincial General Election_10_27_2022",1,48,"2022-Jun-02","Mike Harris","JASON ADAIR","PPR",64,0.00170262576817686,0
"2022 Provincial General Election_10_27_2022",1,31,"2022-Jun-02","Donna Skelly","MELISSE WILLEMS","LIB",8970,0.204090919433005,0
"2022 Provincial General Election_10_27_2022",1,47,"2022-Jun-02","Laura Mae Lindo","PETER BEIMERS","NBO",2029,0.052156701454938,0
"2022 Provincial General Election_10_27_2022",1,102,"2022-Jun-02","Jim McDonell","REMI TREMBLAY","ONP",893,0.0247272525890236,0
"2022 Provincial General Election_10_27_2022",1,117,"2022-Jun-02","Stan Cho","LILYA EKLISHAEVA","FPJ",98,0.00310293512332583,0
"2022 Provincial General Election_10_27_2022",1,24,"2022-Jun-02","Lindsey Park","MINI BATRA","GPO",1981,0.0401662611516626,0
"2022 Provincial General Election_10_27_2022",1,79,"2022-Jun-02","John Fraser","MYLES DEAR","ONP",386,0.00953086419753086,0
"2022 Provincial General Election_10_27_2022",1,41,"2022-Jun-02","Tom Rakocevic","IDA LI PRETI","LIB",7076,0.306612358089956,0
"2022 Provincial General Election_10_27_2022",1,112,"2022-Jun-02","Jessica Bell","JAMES LEVENTAKIS","NBO",469,0.0126139695005514,0
"2022 Provincial General Election_10_27_2022",1,22,"2022-Jun-02","Kathleen Wynne","SHEENA SHARP","GPO",2025,0.0550870511425462,0
"2022 Provincial General Election_10_27_2022",1,92,"2022-Jun-02","Ross Romano","S. PANKHURST","NBO",894,0.0332539800624907,0
"2022 Provincial General Election_10_27_2022",1,89,"2022-Jun-02","Daisy Wai","HASEN NICANFAR","GPO",917,0.0297765943629043,0
"2022 Provincial General Election_10_27_2022",1,27,"2022-Jun-02","Taras Natyshak","FRANK CAUSARANO","ONP",3322,0.0681016810168102,0
"2022 Provincial General Election_10_27_2022",1,98,"2022-Jun-02","Doly Begum","DOLY BEGUM","NDP",16842,0.476759327407575,7092
"2022 Provincial General Election_10_27_2022",1,45,"2022-Jun-02","Stephen Lecce","NEIL KILLIPS","ONP",309,0.007555566422965,0
"2022 Provincial General Election_10_27_2022",1,12,"2022-Jun-02","Amarjot Sandhu","PAULINE THORNHAM","GPO",854,0.0276949020625243,0
"2022 Provincial General Election_10_27_2022",1,67,"2022-Jun-02","Christine Elliott","KRISTA MCKENZIE","ONP",532,0.0128121763841726,0
"2022 Provincial General Election_10_27_2022",1,83,"2022-Jun-02","Bhutila Karpoche","KARIM BARDEESY","LIB",9547,0.22377179823739,0
"2022 Provincial General Election_10_27_2022",1,17,"2022-Jun-02","Goldie Ghamari","GOLDIE GHAMARI","PCP",22295,0.481471083660865,9843
"2022 Provincial General Election_10_27_2022",1,62,"2022-Jun-02","Sheref Sabawy","LAURA E. SCARANGELLA","ONP",495,0.0132939438700148,0
"2022 Provincial General Election_10_27_2022",1,87,"2022-Jun-02","Peter Bethlenfalvy","ELIZABETH TALLIS","NBO",543,0.0125601406365655,0
"2022 Provincial General Election_10_27_2022",1,38,"2022-Jun-02","Monique Taylor","JANET ERRYGERS","GPO",1913,0.056208497384968,0
"2022 Provincial General Election_10_27_2022",1,22,"2022-Jun-02","Kathleen Wynne","STEPHANIE BOWMAN","LIB",16177,0.440070729053319,1969
"2022 Provincial General Election_10_27_2022",1,56,"2022-Jun-02","Paul Calandra","JENNIFER GOWLAND","NBO",658,0.0150492875603229,0
"2022 Provincial General Election_10_27_2022",1,73,"2022-Jun-02","David Piccini","DAVID PICCINI","PCP",26419,0.509321200670895,13483
"2022 Provincial General Election_10_27_2022",1,6,"2022-Jun-02","Todd Smith","NOAH WALES","ONP",1062,0.0244892311949453,0
"2022 Provincial General Election_10_27_2022",1,26,"2022-Jun-02","Jeff Yurek","BRIGITTE BELTON","ONP",1092,0.0249366308145509,0
"2022 Provincial General Election_10_27_2022",1,52,"2022-Jun-02","Steve Clark","JOSH BENNETT","LIB",7746,0.181218416619876,0
"2022 Provincial General Election_10_27_2022",1,78,"2022-Jun-02","Joel Harden","JOEL HARDEN","NDP",30311,0.54339291156487,17715
"2022 Provincial General Election_10_27_2022",1,116,"2022-Jun-02","Lorne Coe","DOUGLAS THOM","FRE",197,0.00427294811730001,0
"2022 Provincial General Election_10_27_2022",1,30,"2022-Jun-02","Doug Ford","VICTOR EHIKWE","NBO",391,0.0155758275903278,0
"2022 Provincial General Election_10_27_2022",1,48,"2022-Jun-02","Mike Harris","MELANIE VAN ALPHEN","LIB",6590,0.175317247066961,0
"2022 Provincial General Election_10_27_2022",1,101,"2022-Jun-02","Chris Glover","HUSAIN NEEMUCHWALA","PCP",6221,0.183743391322326,0
"2022 Provincial General Election_10_27_2022",1,113,"2022-Jun-02","Michael Tibollo","PHILIP JAMES PILURIS","GPO",694,0.0193002947883642,0
"2022 Provincial General Election_10_27_2022",1,42,"2022-Jun-02","Lisa Thompson","GERRIE HUENEMOERDER","ONP",474,0.0101083340441866,0
"2022 Provincial General Election_10_27_2022",1,39,"2022-Jun-02","Sandy Shaw","LEE WEISS","NBO",904,0.0200813026190106,0
"2022 Provincial General Election_10_27_2022",1,59,"2022-Jun-02","Parm Gill","PARM GILL","PCP",16766,0.430703624733475,1680
"2022 Provincial General Election_10_27_2022",1,110,"2022-Jun-02","Peter Tabuns","PETER TABUNS","NDP",22890,0.55391540025167,13650
"2022 Provincial General Election_10_27_2022",1,72,"2022-Jun-02","Vic Fedeli","JOE JOBIN","ONP",616,0.0200919795166183,0
"2022 Provincial General Election_10_27_2022",1,122,"2022-Jun-02","Faisal Hassan","FAISAL HASSAN","NDP",10342,0.339839642481598,0
"2022 Provincial General Election_10_27_2022",1,110,"2022-Jun-02","Peter Tabuns","JENNIFER MOXON","COM",177,0.00428322524441002,0
"2022 Provincial General Election_10_27_2022",1,53,"2022-Jun-02","Teresa J. Armstrong","DOUG MACDONALD","ONP",539,0.0157326328079393,0
"2022 Provincial General Election_10_27_2022",1,28,"2022-Jun-02","Kinga Surma","GENADIJ ZAITSEV","MOD",86,0.00189631981654208,0
"2022 Provincial General Election_10_27_2022",1,89,"2022-Jun-02","Daisy Wai","RAYMOND BHUSHAN","NDP",2805,0.0910832575659177,0
"2022 Provincial General Election_10_27_2022",1,20,"2022-Jun-02","Michael Coteau","DIMITRE POPOV","CNS",180,0.00641116968229092,0
"2022 Provincial General Election_10_27_2022",1,18,"2022-Jun-02","Rick Nicholls","RICK NICHOLLS","ONP",5478,0.148576078112286,0
"2022 Provincial General Election_10_27_2022",1,19,"2022-Jun-02","Marit Stiles","MARIT STILES","NDP",20242,0.570631184281002,13427
"2022 Provincial General Election_10_27_2022",1,61,"2022-Jun-02","Kaleed Rasheed","MARK MORRISSEY","NBO",1599,0.0472685349414686,0
"2022 Provincial General Election_10_27_2022",1,80,"2022-Jun-02","Lucille Collard","COREEN CORCORAN","LTN",335,0.00866237426628397,0
"2022 Provincial General Election_10_27_2022",1,38,"2022-Jun-02","Monique Taylor","ANDY BUSA","ONP",590,0.0173356055708997,0
"2022 Provincial General Election_10_27_2022",1,37,"2022-Jun-02","Paul Miller","PAUL MILLER","IND",2411,0.0685605414320651,0
"2022 Provincial General Election_10_27_2022",1,90,"2022-Jun-02","Jennie Stevens","SAL SORRENTO","PCP",14851,0.344283197329377,0
"2022 Provincial General Election_10_27_2022",1,58,"2022-Jun-02","Billy Pang","SENTHIL MAHALINGAM","NDP",2579,0.0728078595223308,0
"2022 Provincial General Election_10_27_2022",1,50,"2022-Jun-02","Monte McNaughton","WANDA DICKEY","GPO",1688,0.0398122597231067,0
